#OLD_LOCUS,NEW_LOCUS,UPDATE_TYPE,UPDATE_DETAIL
NCU02602.4,NCU02602.5,UNCHANGED,
NCU02603.4,NCU02603.5,UNCHANGED,
NCU02604.4,NCU02604.5,UNCHANGED,
NCU02605.4,NCU02605.5,UNCHANGED,
NCU02606.4,NCU02606.5,UNCHANGED,
NCU02607.4,NCU02607.5,UNCHANGED,
NCU02608.4,NCU02608.5,UNCHANGED,
NCU02609.4,NCU02609.5,UNCHANGED,
NCU02610.4,NCU02610.5,UNCHANGED,
NCU02611.4,NCU02611.5,UNCHANGED,
NCU02612.4,NCU02612.5,UNCHANGED,
NCU02613.4,NCU02613.5,UNCHANGED,
NCU02614.4,NCU02614.5,UNCHANGED,
NCU02615.4,NCU02615.5,UNCHANGED,
NCU02616.4,NCU02616.5,UNCHANGED,
NCU02617.4,NCU02617.5,UNCHANGED,
NCU02618.4,NCU02618.5,UNCHANGED,
NCU02619.4,NCU02619.5,UNCHANGED,
NCU02620.4,NCU02620.5,UNCHANGED,
NCU02621.4,NCU02621.5,UNCHANGED,
NCU02622.4,NCU02622.5,UNCHANGED,
NCU02623.4,NCU02623.5,UNCHANGED,
NCU02624.4,NCU02624.5,UNCHANGED,
NCU02625.4,NCU02625.5,UNCHANGED,
NCU02626.4,NCU02626.5,UNCHANGED,
NCU02627.4,NCU02627.5,UNCHANGED,
NCU02628.4,NCU02628.5,UNCHANGED,
NCU02629.4,NCU02629.5,UNCHANGED,
NCU02630.4,NCU02630.5,UNCHANGED,
NCU02631.4,NCU02631.5,UNCHANGED,
NCU02632.4,NCU02632.5,UNCHANGED,
NCU02633.4,NCU02633.5,UNCHANGED,
NCU02634.4,NCU02634.5,UNCHANGED,
NCU02635.4,NCU02635.5,UNCHANGED,
NCU02636.4,NCU02636.5,UNCHANGED,
NCU02637.4,NCU02637.5,UNCHANGED,
NCU02639.4,NCU02639.5,UNCHANGED,
NCU02640.4,NCU02640.5,UNCHANGED,
NCU02641.4,NCU02641.5,UNCHANGED,
NCU02643.4,NCU02643.5,UNCHANGED,
NCU02644.4,NCU02644.5,UNCHANGED,
NCU02648.4,NCU02648.5,UNCHANGED,
NCU02650.4,NCU02650.5,UNCHANGED,
NCU02651.4,NCU02651.5,UNCHANGED,
NCU02652.4,NCU02652.5,UNCHANGED,
NCU02653.4,NCU02653.5,UNCHANGED,
NCU02654.4,NCU02654.5,UNCHANGED,
NCU02655.4,NCU02655.5,UNCHANGED,
NCU02656.4,NCU02656.5,UNCHANGED,
NCU02657.4,NCU02657.5,UNCHANGED,
NCU02658.4,NCU02658.5,UNCHANGED,
NCU02659.4,NCU02659.5,UNCHANGED,
NCU02660.4,NCU02660.5,UNCHANGED,
NCU02661.4,NCU02661.5,UNCHANGED,
NCU02663.4,NCU02663.5,UNCHANGED,
NCU02665.4,NCU02665.5,UNCHANGED,
NCU02668.4,NCU02668.5,UNCHANGED,
NCU02669.4,NCU02669.5,UNCHANGED,
NCU02670.4,NCU02670.5,UNCHANGED,
NCU02671.4,NCU02671.5,UNCHANGED,
NCU02672.4,NCU02672.5,UNCHANGED,
NCU02673.4,NCU02673.5,UNCHANGED,
NCU02674.4,NCU02674.5,UNCHANGED,
NCU02675.4,NCU02675.5,UNCHANGED,
NCU02676.4,NCU02676.5,UNCHANGED,
NCU02677.4,NCU02677.5,UNCHANGED,
NCU02678.4,NCU02678.5,UNCHANGED,
NCU02679.4,NCU02679.5,UNCHANGED,
NCU02680.4,NCU02680.5,UNCHANGED,
NCU02681.4,NCU02681.5,UNCHANGED,
NCU02682.4,NCU02682.5,UNCHANGED,
NCU02683.4,NCU02683.5,UNCHANGED,
NCU02684.4,NCU02684.5,UNCHANGED,
NCU02685.4,NCU02685.5,UNCHANGED,
NCU02686.4,NCU02686.5,UNCHANGED,
NCU02687.4,NCU02687.5,UNCHANGED,
NCU02688.4,NCU02688.5,UNCHANGED,
NCU02689.4,NCU02689.5,UNCHANGED,
NCU02690.4,NCU02690.5,UNCHANGED,
NCU02691.4,NCU02691.5,UNCHANGED,
NCU02692.4,NCU02692.5,UNCHANGED,
NCU02693.4,NCU02693.5,UNCHANGED,
NCU02694.4,NCU02694.5,UNCHANGED,
NCU02695.4,NCU02695.5,UNCHANGED,
NCU02696.4,NCU02696.5,UNCHANGED,
NCU02697.4,NCU02697.5,UNCHANGED,
NCU02698.4,NCU02698.5,UNCHANGED,
NCU02699.4,NCU02699.5,UNCHANGED,
NCU02700.4,NCU02700.5,UNCHANGED,
NCU02701.4,NCU02701.5,UNCHANGED,
NCU02702.4,NCU02702.5,UNCHANGED,
NCU02703.4,NCU02703.5,UNCHANGED,
NCU02704.4,NCU02704.5,UNCHANGED,
NCU02705.4,NCU02705.5,UNCHANGED,
NCU02706.4,NCU02706.5,UNCHANGED,
NCU02707.4,NCU02707.5,UNCHANGED,
NCU02711.4,NCU02711.5,UNCHANGED,
NCU02712.4,NCU02712.5,UNCHANGED,
NCU02713.4,NCU02713.5,UNCHANGED,
NCU02716.4,NCU02716.5,UNCHANGED,
NCU02717.4,NCU02717.5,UNCHANGED,
NCU02718.4,NCU02718.5,UNCHANGED,
NCU02719.4,NCU02719.5,UNCHANGED,
NCU02720.4,NCU02720.5,UNCHANGED,
NCU02721.4,NCU02721.5,UNCHANGED,
NCU02722.4,NCU02722.5,UNCHANGED,
NCU02723.4,NCU02723.5,UNCHANGED,
NCU02724.4,NCU02724.5,UNCHANGED,
NCU02725.4,NCU02725.5,UNCHANGED,
NCU02726.4,NCU02726.5,UNCHANGED,
NCU02727.4,NCU02727.5,UNCHANGED,
NCU02728.4,NCU02728.5,UNCHANGED,
NCU02729.4,NCU02729.5,UNCHANGED,
NCU02730.4,NCU02730.5,UNCHANGED,
NCU02731.4,NCU02731.5,UNCHANGED,
NCU02732.4,NCU02732.5,UNCHANGED,
NCU02733.4,NCU02733.5,UNCHANGED,
NCU02734.4,NCU02734.5,UNCHANGED,
NCU02735.4,NCU02735.5,UNCHANGED,
NCU02736.4,NCU02736.5,UNCHANGED,
NCU02737.4,NCU02737.5,UNCHANGED,
NCU02738.4,NCU02738.5,UNCHANGED,
NCU02740.4,NCU02740.5,UNCHANGED,
NCU02741.4,NCU02741.5,UNCHANGED,
NCU02742.4,NCU02742.5,UNCHANGED,
NCU02743.4,NCU02743.5,UNCHANGED,
NCU02744.4,NCU02744.5,UNCHANGED,
NCU02745.4,NCU02745.5,UNCHANGED,
NCU02746.4,NCU02746.5,UNCHANGED,
NCU02747.4,NCU02747.5,UNCHANGED,
NCU02748.4,NCU02748.5,UNCHANGED,
NCU02749.4,NCU02749.5,UNCHANGED,
NCU02750.4,NCU02750.5,UNCHANGED,
NCU02751.4,NCU02751.5,UNCHANGED,
NCU02752.4,NCU02752.5,UNCHANGED,
NCU02753.4,NCU02753.5,UNCHANGED,
NCU02754.4,NCU02754.5,UNCHANGED,
NCU02755.4,NCU02755.5,UNCHANGED,
NCU02757.4,NCU02757.5,UNCHANGED,
NCU02759.4,NCU02759.5,UNCHANGED,
NCU02761.4,NCU02761.5,UNCHANGED,
NCU02762.4,NCU02762.5,UNCHANGED,
NCU02764.4,NCU02764.5,UNCHANGED,
NCU02765.4,NCU02765.5,UNCHANGED,
NCU02767.4,NCU02767.5,UNCHANGED,
NCU02769.4,NCU02769.5,UNCHANGED,
NCU02770.4,NCU02770.5,UNCHANGED,
NCU02771.4,NCU02771.5,UNCHANGED,
NCU02772.4,NCU02772.5,UNCHANGED,
NCU02773.4,NCU02773.5,UNCHANGED,
NCU02774.4,NCU02774.5,UNCHANGED,
NCU02775.4,NCU02775.5,UNCHANGED,
NCU02776.4,NCU02776.5,UNCHANGED,
NCU02778.4,NCU02778.5,UNCHANGED,
NCU02779.4,NCU02779.5,UNCHANGED,
NCU02780.4,NCU02780.5,UNCHANGED,
NCU02781.4,NCU02781.5,UNCHANGED,
NCU02784.4,NCU02784.5,UNCHANGED,
NCU02785.4,NCU02785.5,UNCHANGED,
NCU02786.4,NCU02786.5,UNCHANGED,
NCU02787.4,NCU02787.5,UNCHANGED,
NCU02788.4,NCU02788.5,UNCHANGED,
NCU02789.4,NCU02789.5,UNCHANGED,
NCU02790.4,NCU02790.5,UNCHANGED,
NCU02791.4,NCU02791.5,UNCHANGED,
NCU02793.4,NCU02793.5,UNCHANGED,
NCU02794.4,NCU02794.5,UNCHANGED,
NCU02795.4,NCU02795.5,UNCHANGED,
NCU02796.4,NCU02796.5,UNCHANGED,
NCU02797.4,NCU02797.5,UNCHANGED,
NCU02798.4,NCU02798.5,UNCHANGED,
NCU02799.4,NCU02799.5,UNCHANGED,
NCU02800.4,NCU02800.5,UNCHANGED,
NCU02801.4,NCU02801.5,UNCHANGED,
NCU02802.4,NCU02802.5,UNCHANGED,
NCU02803.4,NCU02803.5,UNCHANGED,
NCU02804.4,NCU02804.5,UNCHANGED,
NCU02805.4,NCU02805.5,UNCHANGED,
NCU02806.4,NCU02806.5,UNCHANGED,
NCU02807.4,NCU02807.5,UNCHANGED,
NCU02808.4,NCU02808.5,UNCHANGED,
NCU02809.4,NCU02809.5,UNCHANGED,
NCU02810.4,NCU02810.5,UNCHANGED,
NCU02811.4,NCU02811.5,UNCHANGED,
NCU02812.4,NCU02812.5,UNCHANGED,
NCU02813.4,NCU02813.5,UNCHANGED,
NCU02814.4,NCU02814.5,UNCHANGED,
NCU02815.4,NCU02815.5,UNCHANGED,
NCU02817.4,NCU02817.5,UNCHANGED,
NCU02818.4,NCU02818.5,UNCHANGED,
NCU02819.4,NCU02819.5,UNCHANGED,
NCU02826.4,NCU02826.5,UNCHANGED,
NCU02828.4,NCU02828.5,UNCHANGED,
NCU02829.4,NCU02829.5,UNCHANGED,
NCU02830.4,NCU02830.5,UNCHANGED,
NCU02833.4,NCU02833.5,UNCHANGED,
NCU02834.4,NCU02834.5,UNCHANGED,
NCU02838.4,NCU02838.5,UNCHANGED,
NCU02839.4,NCU02839.5,UNCHANGED,
NCU02840.4,NCU02840.5,UNCHANGED,
NCU02842.4,NCU02842.5,UNCHANGED,
NCU02846.4,NCU02846.5,UNCHANGED,
NCU02847.4,NCU02847.5,UNCHANGED,
NCU02849.4,NCU02849.5,UNCHANGED,
NCU02853.4,NCU02853.5,UNCHANGED,
NCU02854.4,NCU02854.5,UNCHANGED,
NCU02855.4,NCU02855.5,UNCHANGED,
NCU02856.4,NCU02856.5,UNCHANGED,
NCU02857.4,NCU02857.5,UNCHANGED,
NCU02858.4,NCU02858.5,UNCHANGED,
NCU02860.4,NCU02860.5,UNCHANGED,
NCU02861.4,NCU02861.5,UNCHANGED,
NCU02864.4,NCU02864.5,UNCHANGED,
NCU02865.4,NCU02865.5,UNCHANGED,
NCU02866.4,NCU02866.5,UNCHANGED,
NCU02867.4,NCU02867.5,UNCHANGED,
NCU02868.4,NCU02868.5,UNCHANGED,
NCU02869.4,NCU02869.5,UNCHANGED,
NCU02870.4,NCU02870.5,UNCHANGED,
NCU02872.4,NCU02872.5,UNCHANGED,
NCU02873.4,NCU02873.5,UNCHANGED,
NCU02875.4,NCU02875.5,UNCHANGED,
NCU02876.4,NCU02876.5,UNCHANGED,
NCU02877.4,NCU02877.5,UNCHANGED,
NCU02878.4,NCU02878.5,UNCHANGED,
NCU02879.4,NCU02879.5,UNCHANGED,
NCU02880.4,NCU02880.5,UNCHANGED,
NCU02882.4,NCU02882.5,UNCHANGED,
NCU02883.4,NCU02883.5,UNCHANGED,
NCU02884.4,NCU02884.5,UNCHANGED,
NCU02885.4,NCU02885.5,UNCHANGED,
NCU02886.4,NCU02886.5,UNCHANGED,
NCU02887.4,NCU02887.5,UNCHANGED,
NCU02888.4,NCU02888.5,UNCHANGED,
NCU02889.4,NCU02889.5,UNCHANGED,
NCU02890.4,NCU02890.5,UNCHANGED,
NCU02894.4,NCU02894.5,UNCHANGED,
NCU02895.4,NCU02895.5,UNCHANGED,
NCU02896.4,NCU02896.5,UNCHANGED,
NCU02897.4,NCU02897.5,UNCHANGED,
NCU02898.4,NCU02898.5,UNCHANGED,
NCU02899.4,NCU02899.5,UNCHANGED,
NCU02900.4,NCU02900.5,UNCHANGED,
NCU02901.4,NCU02901.5,UNCHANGED,
NCU02902.4,NCU02902.5,UNCHANGED,
NCU02903.4,NCU02903.5,UNCHANGED,
NCU02904.4,NCU02904.5,UNCHANGED,
NCU02905.4,NCU02905.5,UNCHANGED,
NCU02906.4,NCU02906.5,UNCHANGED,
NCU02908.4,NCU02908.5,UNCHANGED,
NCU02909.4,NCU02909.5,UNCHANGED,
NCU02910.4,NCU02910.5,UNCHANGED,
NCU02913.4,NCU02913.5,UNCHANGED,
NCU02914.4,NCU02914.5,UNCHANGED,
NCU02915.4,NCU02915.5,UNCHANGED,
NCU02916.4,NCU02916.5,UNCHANGED,
NCU02917.4,NCU02917.5,UNCHANGED,
NCU02918.4,NCU02918.5,UNCHANGED,
NCU02919.4,NCU02919.5,UNCHANGED,
NCU02920.4,NCU02920.5,UNCHANGED,
NCU02921.4,NCU02921.5,UNCHANGED,
NCU02922.4,NCU02922.5,UNCHANGED,
NCU02923.4,NCU02923.5,UNCHANGED,
NCU02924.4,NCU02924.5,UNCHANGED,
NCU02925.4,NCU02925.5,UNCHANGED,
NCU02926.4,NCU02926.5,UNCHANGED,
NCU02927.4,NCU02927.5,UNCHANGED,
NCU02928.4,NCU02928.5,UNCHANGED,
NCU02929.4,NCU02929.5,UNCHANGED,
NCU02930.4,NCU02930.5,UNCHANGED,
NCU02931.4,NCU02931.5,UNCHANGED,
NCU02932.4,NCU02932.5,UNCHANGED,
NCU02934.4,NCU02934.5,UNCHANGED,
NCU02935.4,NCU02935.5,UNCHANGED,
NCU02936.4,NCU02936.5,UNCHANGED,
NCU02937.4,NCU02937.5,UNCHANGED,
NCU02938.4,NCU02938.5,UNCHANGED,
NCU02939.4,NCU02939.5,UNCHANGED,
NCU02940.4,NCU02940.5,UNCHANGED,
NCU02941.4,NCU02941.5,UNCHANGED,
NCU02942.4,NCU02942.5,UNCHANGED,
NCU02943.4,NCU02943.5,UNCHANGED,
NCU02944.4,NCU02944.5,UNCHANGED,
NCU02945.4,NCU02945.5,UNCHANGED,
NCU02946.4,NCU02946.5,UNCHANGED,
NCU02947.4,NCU02947.5,UNCHANGED,
NCU02948.4,NCU02948.5,UNCHANGED,
NCU02949.4,NCU02949.5,UNCHANGED,
NCU02950.4,NCU02950.5,UNCHANGED,
NCU02951.4,NCU02951.5,UNCHANGED,
NCU02952.4,NCU02952.5,UNCHANGED,
NCU02953.4,NCU02953.5,UNCHANGED,
NCU02954.4,NCU02954.5,UNCHANGED,
NCU02955.4,NCU02955.5,UNCHANGED,
NCU02956.4,NCU02956.5,UNCHANGED,
NCU02957.4,NCU02957.5,UNCHANGED,
NCU02960.4,NCU02960.5,UNCHANGED,
NCU02961.4,NCU02961.5,UNCHANGED,
NCU02962.4,NCU02962.5,UNCHANGED,
NCU02963.4,NCU02963.5,UNCHANGED,
NCU02964.4,NCU02964.5,UNCHANGED,
NCU02965.4,NCU02965.5,UNCHANGED,
NCU02966.4,NCU02966.5,UNCHANGED,
NCU02967.4,NCU02967.5,UNCHANGED,
NCU02968.4,NCU02968.5,UNCHANGED,
NCU02969.4,NCU02969.5,UNCHANGED,
NCU02970.4,NCU02970.5,UNCHANGED,
NCU02972.4,NCU02972.5,UNCHANGED,
NCU02973.4,NCU02973.5,UNCHANGED,
NCU02974.4,NCU02974.5,UNCHANGED,
NCU02975.4,NCU02975.5,UNCHANGED,
NCU02976.4,NCU02976.5,UNCHANGED,
NCU02977.4,NCU02977.5,UNCHANGED,
NCU02978.4,NCU02978.5,UNCHANGED,
NCU02979.4,NCU02979.5,UNCHANGED,
NCU02980.4,NCU02980.5,UNCHANGED,
NCU02982.4,NCU02982.5,UNCHANGED,
NCU02983.4,NCU02983.5,UNCHANGED,
NCU02984.4,NCU02984.5,UNCHANGED,
NCU02988.4,NCU02988.5,UNCHANGED,
NCU02989.4,NCU02989.5,UNCHANGED,
NCU02990.4,NCU02990.5,UNCHANGED,
NCU02994.4,NCU02994.5,UNCHANGED,
NCU02996.4,NCU02996.5,UNCHANGED,
NCU02997.4,NCU02997.5,UNCHANGED,
NCU03000.4,NCU03000.5,UNCHANGED,
NCU03001.4,NCU03001.5,UNCHANGED,
NCU03003.4,NCU03003.5,UNCHANGED,
NCU03004.4,NCU03004.5,UNCHANGED,
NCU03006.4,NCU03006.5,UNCHANGED,
NCU03007.4,NCU03007.5,UNCHANGED,
NCU03008.4,NCU03008.5,UNCHANGED,
NCU03009.4,NCU03009.5,UNCHANGED,
NCU03010.4,NCU03010.5,UNCHANGED,
NCU03011.4,NCU03011.5,UNCHANGED,
NCU03013.4,NCU03013.5,UNCHANGED,
NCU03014.4,NCU03014.5,UNCHANGED,
NCU03015.4,NCU03015.5,UNCHANGED,
NCU03016.4,NCU03016.5,UNCHANGED,
NCU03017.4,NCU03017.5,UNCHANGED,
NCU03018.4,NCU03018.5,UNCHANGED,
NCU03019.4,NCU03019.5,UNCHANGED,
NCU03020.4,NCU03020.5,UNCHANGED,
NCU03021.4,NCU03021.5,UNCHANGED,
NCU03022.4,NCU03022.5,UNCHANGED,
NCU03023.4,NCU03023.5,UNCHANGED,
NCU03024.4,NCU03024.5,UNCHANGED,
NCU03026.4,NCU03026.5,UNCHANGED,
NCU03028.4,NCU03028.5,UNCHANGED,
NCU03029.4,NCU03029.5,UNCHANGED,
NCU03030.4,NCU03030.5,UNCHANGED,
NCU03031.4,NCU03031.5,UNCHANGED,
NCU03032.4,NCU03032.5,UNCHANGED,
NCU03033.4,NCU03033.5,UNCHANGED,
NCU03034.4,NCU03034.5,UNCHANGED,
NCU03035.4,NCU03035.5,UNCHANGED,
NCU03036.4,NCU03036.5,UNCHANGED,
NCU03037.4,NCU03037.5,UNCHANGED,
NCU03038.4,NCU03038.5,UNCHANGED,
NCU03039.4,NCU03039.5,UNCHANGED,
NCU03040.4,NCU03040.5,UNCHANGED,
NCU03041.4,NCU03041.5,UNCHANGED,
NCU03042.4,NCU03042.5,UNCHANGED,
NCU03043.4,NCU03043.5,UNCHANGED,
NCU03044.4,NCU03044.5,UNCHANGED,
NCU03045.4,NCU03045.5,UNCHANGED,
NCU03048.4,NCU03048.5,UNCHANGED,
NCU03049.4,NCU03049.5,UNCHANGED,
NCU03050.4,NCU03050.5,UNCHANGED,
NCU03051.4,NCU03051.5,UNCHANGED,
NCU03052.4,NCU03052.5,UNCHANGED,
NCU03053.4,NCU03053.5,UNCHANGED,
NCU03054.4,NCU03054.5,UNCHANGED,
NCU03055.4,NCU03055.5,UNCHANGED,
NCU03056.4,NCU03056.5,UNCHANGED,
NCU03057.4,NCU03057.5,UNCHANGED,
NCU03058.4,NCU03058.5,UNCHANGED,
NCU03059.4,NCU03059.5,UNCHANGED,
NCU03060.4,NCU03060.5,UNCHANGED,
NCU03061.4,NCU03061.5,UNCHANGED,
NCU03062.4,NCU03062.5,UNCHANGED,
NCU03063.4,NCU03063.5,UNCHANGED,
NCU03064.4,NCU03064.5,UNCHANGED,
NCU03065.4,NCU03065.5,UNCHANGED,
NCU03066.4,NCU03066.5,UNCHANGED,
NCU03067.4,NCU03067.5,UNCHANGED,
NCU03068.4,NCU03068.5,UNCHANGED,
NCU03070.4,NCU03070.5,UNCHANGED,
NCU03071.4,NCU03071.5,UNCHANGED,
NCU03072.4,NCU03072.5,UNCHANGED,
NCU03073.4,NCU03073.5,UNCHANGED,
NCU03074.4,NCU03074.5,UNCHANGED,
NCU03076.4,NCU03076.5,UNCHANGED,
NCU03077.4,NCU03077.5,UNCHANGED,
NCU03078.4,NCU03078.5,UNCHANGED,
NCU03079.4,NCU03079.5,UNCHANGED,
NCU03080.4,NCU03080.5,UNCHANGED,
NCU03081.4,NCU03081.5,UNCHANGED,
NCU03082.4,NCU03082.5,UNCHANGED,
NCU03083.4,NCU03083.5,UNCHANGED,
NCU03084.4,NCU03084.5,UNCHANGED,
NCU03085.4,NCU03085.5,UNCHANGED,
NCU03086.4,NCU03086.5,UNCHANGED,
NCU03087.4,NCU03087.5,UNCHANGED,
NCU03088.4,NCU03088.5,UNCHANGED,
NCU03089.4,NCU03089.5,UNCHANGED,
NCU03091.4,NCU03091.5,UNCHANGED,
NCU03092.4,NCU03092.5,UNCHANGED,
NCU03093.4,NCU03093.5,UNCHANGED,
NCU03094.4,NCU03094.5,UNCHANGED,
NCU03095.4,NCU03095.5,UNCHANGED,
NCU03096.4,NCU03096.5,UNCHANGED,
NCU03097.4,NCU03097.5,UNCHANGED,
NCU03098.4,NCU03098.5,UNCHANGED,
NCU03099.4,NCU03099.5,UNCHANGED,
NCU03100.4,NCU03100.5,UNCHANGED,
NCU03101.4,NCU03101.5,UNCHANGED,
NCU03102.4,NCU03102.5,UNCHANGED,
NCU03103.4,NCU03103.5,UNCHANGED,
NCU03104.4,NCU03104.5,UNCHANGED,
NCU03105.4,NCU03105.5,UNCHANGED,
NCU03106.4,NCU03106.5,UNCHANGED,
NCU03107.4,NCU03107.5,UNCHANGED,
NCU03108.4,NCU03108.5,UNCHANGED,
NCU03109.4,NCU03109.5,UNCHANGED,
NCU03110.4,NCU03110.5,UNCHANGED,
NCU03111.4,NCU03111.5,UNCHANGED,
NCU03112.4,NCU03112.5,UNCHANGED,
NCU03113.4,NCU03113.5,UNCHANGED,
NCU03114.4,NCU03114.5,UNCHANGED,
NCU03115.4,NCU03115.5,UNCHANGED,
NCU03116.4,NCU03116.5,UNCHANGED,
NCU03117.4,NCU03117.5,UNCHANGED,
NCU03118.4,NCU03118.5,UNCHANGED,
NCU03120.4,NCU03120.5,UNCHANGED,
NCU03121.4,NCU03121.5,UNCHANGED,
NCU03122.4,NCU03122.5,UNCHANGED,
NCU03123.4,NCU03123.5,UNCHANGED,
NCU03124.4,NCU03124.5,UNCHANGED,
NCU03125.4,NCU03125.5,UNCHANGED,
NCU03126.4,NCU03126.5,UNCHANGED,
NCU03127.4,NCU03127.5,UNCHANGED,
NCU03128.4,NCU03128.5,UNCHANGED,
NCU03129.4,NCU03129.5,UNCHANGED,
NCU03130.4,NCU03130.5,UNCHANGED,
NCU03131.4,NCU03131.5,UNCHANGED,
NCU03132.4,NCU03132.5,UNCHANGED,
NCU03133.4,NCU03133.5,UNCHANGED,
NCU03134.4,NCU03134.5,UNCHANGED,
NCU03135.4,NCU03135.5,UNCHANGED,
NCU03136.4,NCU03136.5,UNCHANGED,
NCU03137.4,NCU03137.5,UNCHANGED,
NCU03138.4,NCU03138.5,UNCHANGED,
NCU03139.4,NCU03139.5,UNCHANGED,
NCU03141.4,NCU03141.5,UNCHANGED,
NCU03142.4,NCU03142.5,UNCHANGED,
NCU03145.4,NCU03145.5,UNCHANGED,
NCU03146.4,NCU03146.5,UNCHANGED,
NCU03147.4,NCU03147.5,UNCHANGED,
NCU03148.4,NCU03148.5,UNCHANGED,
NCU03149.4,NCU03149.5,UNCHANGED,
NCU03150.4,NCU03150.5,UNCHANGED,
NCU03151.4,NCU03151.5,UNCHANGED,
NCU03152.4,NCU03152.5,UNCHANGED,
NCU03153.4,NCU03153.5,UNCHANGED,
NCU03154.4,NCU03154.5,UNCHANGED,
NCU03155.4,NCU03155.5,UNCHANGED,
NCU03156.4,NCU03156.5,UNCHANGED,
NCU03157.4,NCU03157.5,UNCHANGED,
NCU03158.4,NCU03158.5,UNCHANGED,
NCU03159.4,NCU03159.5,UNCHANGED,
NCU03160.4,NCU03160.5,UNCHANGED,
NCU03161.4,NCU03161.5,UNCHANGED,
NCU03162.4,NCU03162.5,UNCHANGED,
NCU03163.4,NCU03163.5,UNCHANGED,
NCU03164.4,NCU03164.5,UNCHANGED,
NCU03165.4,NCU03165.5,UNCHANGED,
NCU03166.4,NCU03166.5,UNCHANGED,
NCU03167.4,NCU03167.5,UNCHANGED,
NCU03168.4,NCU03168.5,UNCHANGED,
NCU03169.4,NCU03169.5,UNCHANGED,
NCU03170.4,NCU03170.5,UNCHANGED,
NCU03171.4,NCU03171.5,UNCHANGED,
NCU03172.4,NCU03172.5,UNCHANGED,
NCU03173.4,NCU03173.5,UNCHANGED,
NCU03174.4,NCU03174.5,UNCHANGED,
NCU03175.4,NCU03175.5,UNCHANGED,
NCU03176.4,NCU03176.5,UNCHANGED,
NCU03177.4,NCU03177.5,UNCHANGED,
NCU03178.4,NCU03178.5,UNCHANGED,
NCU03179.4,NCU03179.5,UNCHANGED,
NCU03180.4,NCU03180.5,UNCHANGED,
NCU03181.4,NCU03181.5,UNCHANGED,
NCU03182.4,NCU03182.5,UNCHANGED,
NCU03183.4,NCU03183.5,UNCHANGED,
NCU03184.4,NCU03184.5,UNCHANGED,
NCU03186.4,NCU03186.5,UNCHANGED,
NCU03187.4,NCU03187.5,UNCHANGED,
NCU03188.4,NCU03188.5,UNCHANGED,
NCU03189.4,NCU03189.5,UNCHANGED,
NCU03190.4,NCU03190.5,UNCHANGED,
NCU03191.4,NCU03191.5,UNCHANGED,
NCU03192.4,NCU03192.5,UNCHANGED,
NCU03193.4,NCU03193.5,UNCHANGED,
NCU03194.4,NCU03194.5,UNCHANGED,
NCU03195.4,NCU03195.5,UNCHANGED,
NCU03197.4,NCU03197.5,UNCHANGED,
NCU03198.4,NCU03198.5,UNCHANGED,
NCU03199.4,NCU03199.5,UNCHANGED,
NCU03200.4,NCU03200.5,UNCHANGED,
NCU03202.4,NCU03202.5,UNCHANGED,
NCU03203.4,NCU03203.5,UNCHANGED,
NCU03204.4,NCU03204.5,UNCHANGED,
NCU03205.4,NCU03205.5,UNCHANGED,
NCU03207.4,NCU03207.5,UNCHANGED,
NCU03208.4,NCU03208.5,UNCHANGED,
NCU03209.4,NCU03209.5,UNCHANGED,
NCU03210.4,NCU03210.5,UNCHANGED,
NCU03211.4,NCU03211.5,UNCHANGED,
NCU03212.4,NCU03212.5,UNCHANGED,
NCU03213.4,NCU03213.5,UNCHANGED,
NCU03214.4,NCU03214.5,UNCHANGED,
NCU03215.4,NCU03215.5,UNCHANGED,
NCU03216.4,NCU03216.5,UNCHANGED,
NCU03217.4,NCU03217.5,UNCHANGED,
NCU03218.4,NCU03218.5,UNCHANGED,
NCU03219.4,NCU03219.5,UNCHANGED,
NCU03220.4,NCU03220.5,UNCHANGED,
NCU03221.4,NCU03221.5,UNCHANGED,
NCU03222.4,NCU03222.5,UNCHANGED,
NCU03223.4,NCU03223.5,UNCHANGED,
NCU03225.4,NCU03225.5,UNCHANGED,
NCU03226.4,NCU03226.5,UNCHANGED,
NCU03228.4,NCU03228.5,UNCHANGED,
NCU03229.4,NCU03229.5,UNCHANGED,
NCU03230.4,NCU03230.5,UNCHANGED,
NCU03231.4,NCU03231.5,UNCHANGED,
NCU03232.4,NCU03232.5,UNCHANGED,
NCU03233.4,NCU03233.5,UNCHANGED,
NCU03234.4,NCU03234.5,UNCHANGED,
NCU03235.4,NCU03235.5,UNCHANGED,
NCU03237.4,NCU03237.5,UNCHANGED,
NCU03238.4,NCU03238.5,UNCHANGED,
NCU03239.4,NCU03239.5,UNCHANGED,
NCU03240.4,NCU03240.5,UNCHANGED,
NCU03241.4,NCU03241.5,UNCHANGED,
NCU03242.4,NCU03242.5,UNCHANGED,
NCU03243.4,NCU03243.5,UNCHANGED,
NCU03244.4,NCU03244.5,UNCHANGED,
NCU03246.4,NCU03246.5,UNCHANGED,
NCU03247.4,NCU03247.5,UNCHANGED,
NCU03248.4,NCU03248.5,UNCHANGED,
NCU03250.4,NCU03250.5,UNCHANGED,
NCU03253.4,NCU03253.5,UNCHANGED,
NCU03254.4,NCU03254.5,UNCHANGED,
NCU03255.4,NCU03255.5,UNCHANGED,
NCU03257.4,NCU03257.5,UNCHANGED,
NCU03258.4,NCU03258.5,UNCHANGED,
